sampleID	Bucket	SampleNumber	SampleType	FLWC_Detail	FLWC_Age_Months	FLWC_Location	Sampler_Initials	Bulking_Material_Detail	Composting_Time_Point	Date	Season	Crate_Location	Temp_Top_Bucket_C	Temp_Bottom_Bucket_C	Average_Ambient_Temp	Wt_Bucket_Compost_Kg	Wt_Bucket_Kg	Wt_Compost_Kg	Observations_Outside_Bucket	Observations_Vent_Tube	Visible_Contents_Access_Port	Compost_Temp_C	Compost_Moisture_Percent	Sample_Weight_g	Observed_Sample_Color	Observed_Sample_Moisture	Observed_Sample_Contents	Observed_Sample_Smell	Observed_Sample_Organisms_YN	Organism_Type	Length_Observed_Organism_mm	Compost_pH	Notes_Comments	sample_uuid	Sequenced_16S	Sequenced_18S	Sequenced_ITS	Sequenced_Metagenome
S_a542e872	4	68	Human Excrement Compost Pre-Roll				LW		29	2022-05-12		8	11	10	10.5	4.4	1.35	3.05	small dead fly; sawdust	large grained sawdust	large grained sawdust	10.1	32	2					N			6						
S_8787dc58	4	69	Human Excrement Compost				LW		29	2022-05-12		8	12	10	11	4.4	1.35	3.05		large grained sawdust	large grained sawdust; three large brown pupae	10.5	36	2					N			6			Y			Y
S_c51ba8cf	4	70	Human Excrement Compost Pre-Roll				ST		30	2022-05-19		9	16	15	15.5	4.4	1.35	3.05	dead flies; sawdust	large grained sawdust	large grained sawdust; large airpocket	14.6	65	2					Y	live brown larva	15	6						
S_12d8dac4	4	71	Human Excrement Compost				ST		30	2022-05-19		9	17	16	16.5	4.4	1.35	3.05		large grained sawdust	large grained sawdust; two large brown pupae; large airpocket	14.4	54	2					Y	live brown larva	15	6			Y		Y	
S_7715dc99	4	72	Human Excrement Compost Pre-Roll				ST		31	2022-05-26		10	21	20	20.5	4.4	1.35	3.05		large grained sawdust	large grained sawdust	12.9	61	2					N			5.5						
S_0b6cdc55	4	73	Human Excrement Compost				ST		31	2022-05-26		10	20.5	20	20.25	4.4	1.35	3.05		large grained sawdust	large grained sawdust	12.9	49	2					N			6			Y			Y
S_2dfe2ef9	4	74	Human Excrement Compost Pre-Roll				ST		32	2022-06-02		11	17	18	17.5	4.4	1.35	3.05		large grained sawdust	large grained sawdust	13.7	54	2					Y	live brown larvae	12; 15	6						
S_7d6289d9	4	75	Human Excrement Compost				ST		32	2022-06-02		11	17	18	17.5	4.4	1.35	3.05		large grained sawdust	large grained sawdust	14.5	72	2					N			6			Y		Y	
S_2f274ee5	4	76	Human Excrement Compost Pre-Roll				ST		33	2022-06-09		12	21	21	21	4.4	1.35	3.05	fly tape residue	large grained sawdust; live black flies	large grained sawdust; air pocket	17.4	67	2					N			6						
S_ff30e8b0	4	77	Human Excrement Compost				ST		33	2022-06-09		12	21	21	21	4.4	1.35	3.05	fly tape residue	large grained sawdust; live black flies	large grained sawdust; live brown pupae	17.2	57	2					Y	live brown larva	12	6			Y			Y
S_67a71fb7	4	78	Human Excrement Compost Pre-Roll				ST		34	2022-06-16		13	23.5	22	22.75	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; live brown pupae	16.2	78	2					Y	live brown larva	15	6						
S_f95ee8f6	4	79	Human Excrement Compost				ST		34	2022-06-16		13	23.5	22	22.75	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; live brown pupae	17.5	61	2					N			6			Y		Y	
S_3c8a2c3f	4	80	Human Excrement Compost Pre-Roll				ST		35	2022-06-23		18	23.5	22	22.75	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; large airpocket	17.6	54	2					N			6						
S_a4dd164f	4	81	Human Excrement Compost				ST		35	2022-06-23		18	24	22	23	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; large airpocket	18.2	50	2					N			6			Y	Y		Y
S_88a03a04	4	82	Human Excrement Compost Pre-Roll				ST		36	2022-06-30		19																										
S_a0c80b71	4	83	Human Excrement Compost				ST		36	2022-06-30		19	19.5	19	19.25	4.4	1.35	3.05	fly tape residue	large grained sawdust	large grained sawdust; large airpocket	17.6	46	2					Y	brown pupae	10	6			Y		Y	
S_c6d8bd6d	4	84	Human Excrement Compost Pre-Roll				JM		37																													
S_f2f443ca	4	85	Human Excrement Compost				ST		37	2022-07-07		20	20.5	20	20.25	4.5	1.35	3.15	fly tape residue	large grained sawdust	large grained sawdust; large airpocket	18	41	2					Y	brown pupae	10	6			Y			Y
S_af7441d9	4	86	Human Excrement Compost Pre-Roll				JM		38			1																										
S_700d71fb	4	87	Human Excrement Compost				LW		38	2022-07-14		1	24	23.5	23.75	4.3	1.35	2.95	fly tape residue; dead flies	large grained sawdust; huge live bugs	large grained sawdust; large airpocket	19.5	47	2					N			6			Y		Y	
S_ac7d5b85	4	88	Human Excrement Compost				LW		39	2022-07-21		2	18	19	18.5	4.3	1.35	2.95	fly tape residue; dead flies	large grained sawdust; regular live black flies	large grained sawdust; large airpocket	18.2	57	2					N			6			Y			Y
S_2f152e35	4	89	Human Excrement Compost				ST		40	2022-07-28		9	21	20	20.5	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust; regular live black flies	large grained sawdust; large airpocket	18.3	80	2					N			6			Y		Y	
S_90cfa0b6	4	90	Human Excrement Compost				ST		41	2022-08-04		10	17.5	18	17.75	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust	large grained sawdust; large airpocket	18	52	2					Y	brown pupa	12	6			Y			Y
S_9f1b4d51	4	91	Human Excrement Compost				ST		42	2022-08-11		11	19	19	19	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust	large grained sawdust; large airpocket	17.5	56	2					N			6			Y		Y	
S_7ccbe095	4	92	Human Excrement Compost				JM		43	2022-08-18		12	21	21	21	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust	large grained sawdust; large airpocket	17.3	51	2					N			5.5			Y			Y
S_328ed0a7	4	93	Human Excrement Compost				ST		44	2022-08-25		13	18	18	18	4.2	1.35	2.85	fly tape residue; dead flies	large grained sawdust	large grained sawdust; brown pupa; white pupa	17.3	68	2					Y	brown pupa	17	5			Y		Y	
S_ba0589e8	4	94	Human Excrement Compost				AR		45	2022-09-01		14	22.5	23	22.75	4.2	1.35	2.85		Large grained sawdust	Large grained sawdust	17.8	66	2.1					Y	dark black larva	15	5			Y			Y
S_989eac46	4	95	Human Excrement Compost				KVO		46	2022-09-08		15	20	20	20	4.2	1.35	2.85		Large grained sawdust	Large grained sawdust: air pocket	17.1	72	2					N			5			Y		Y	
S_766fad32	4	96	Human Excrement Compost				KVO		47	2022-09-15		16	16.5	16	16.25	4.1	1.35	2.75		Large grained sawdust	Large grained sawdust; feces	14.5	60	2					N			5.5			Y			Y
S_42a4bba2	4	97	Human Excrement Compost				KVO		48	2022-09-22		17	18.5	19	18.75	4.1	1.35	2.75		Large grained sawdust	Large grained sawdust; feces	16.7	75	2					N			5.5			Y		Y	
S_70ec96b2	4	98	Human Excrement Compost				KVO		49	2022-09-29		18	15.5	15	15.25	4.2	1.35	2.85		Large grained sawdust	Large grained sawdust; large air pocket	14.3	62	2					N			5.5			Y			Y
S_0f042e66	4	99	Human Excrement Compost				KVO		50	2022-10-06		19	15.5	16	15.75	4.2	1.35	2.85		Large grained sawdust	Large grained sawdust; large air pocket	13.4	73	2					N			4.5			Y		Y	
S_8fb7158e	4	100	Human Excrement Compost				KVO		51	2022-10-13		20	14.5	15	14.75	4.1	1.35	2.75		Large grained sawdust	Large grained sawdust	11.6	62	2					N			4.5			Y			Y
S_49bb834d	4	101	Human Excrement Compost				KVO		52	2022-10-20		1	15.5	16	15.75	4.1	1.35	2.75		Large grained sawdust	Large grained sawdust	12.4	72	2					N			4.5			Y	Y	Y	
S_e5fc5a83	4		Human Excrement Compost				PI			2023-08-03		19	19	19	19	3.7	1.3	2.4		large grained sawdust, dead flies	large grained sawdust, dead flies	17.2	64	2					N			5	Samples collected; DNA not extracted					
S_5afa94c0	5	1	Bulking Material				Participant	Coconut Coir		2021-10-07																									Y	Y		Y
S_5751894	5	2	Inside Toilet Pre Use				Participant			2021-10-07																									Y			Y
S_d2f8efe3	5	3	Inside Toilet Pre Use				JM			2021-10-27																									Y			
S_28a549a1	5	4	Inside Toilet Pre Use				JM			2021-10-27																									Y			
S_a4415b92	5	5	Soil Nearby Toilet				Participant			2021-10-07																									Y			Y
S_d4647dd6	5	6	Human Excrement				Participant			2021-10-07																									Y	Y		Y
S_90665210	5	7	Human Excrement				Participant			2021-10-14																									Y	Y		Y
S_cfe5dffb	5	8	Human Excrement				Participant			2021-10-21																									Y	Y		Y
S_e8cce9ca	5	9	Human Excrement Compost Pre-Roll				JM		1	2021-10-28	Fall	1	25	25	25	9.3	1.4	7.9		coconut coir	coconut coir; feces	12.9		3.5					N			10	Soil moisture probe broken					
S_acf507ab	5	10	Human Excrement Compost				JM		1	2021-10-28	Fall	1	26.5	28	27.25	9.3	1.4	7.9		coconut coir	coconut coir; feces	15.2		3.7					N			10	Soil moisture probe broken		Y	Y		Y
S_3e4a1f99	5	11	Human Excrement Compost Pre-Roll				JM		2	2021-11-04	Fall	2	16	14	15	9.2	1.4	7.8		coconut coir	coconut coir; feces	12.2		2.9					N			10	Soil moisture probe broken. Started taking access port images; bucket images; and vent tube deep					
S_0948e1f5	5	12	Human Excrement Compost				JM		2	2021-11-04	Fall	2	16.5	15	15.75	9.2	1.4	7.8		coconut coir	coconut coir; feces	12.4		2.9					N			9.75	Soil moisture probe broken. Started taking access port images; bucket images; and vent tube deep		Y		Y	
S_9720051a	5	13	Human Excrement Compost Pre-Roll				JM		3	2021-11-11	Fall	3	19	18	18.5	9.2	1.4	7.8		coconut coir	coconut coir; feces	12.1	95	2.2					N			10						
S_1fd8f153	5	14	Human Excrement Compost				JM		3	2021-11-11	Fall	3	18.5	18	18.25	9.2	1.4	7.8		coconut coir	coconut coir; feces	13	95	2.6					N			10			Y			Y
S_662f070a	5	15	Human Excrement Compost Pre-Roll				JM		4	2021-11-18	Fall	4	19	19	19	9	1.4	7.6		coconut coir	coconut coir; feces	11.2	70	2.2					N			10						
S_de52b421	5	16	Human Excrement Compost				JM		4	2021-11-18	Fall	4	19	18	18.5	9	1.4	7.6		coconut coir	coconut coir; feces	12.5	95	2.1					N			10	During rolling there was an anaerobic putrid smell from vent tube		Y		Y	
S_4df41d32	5	17	Human Excrement Compost Pre-Roll				JM		5	2021-11-24	Fall	5	11.5	12	11.75	9.1	1.4	7.7		coconut coir	coconut coir	12		2.3					N			8	Changed pH paper to Hydrion					
S_f3a76506	5	18	Human Excrement Compost				JM		5	2021-11-24	Fall	5	11	11	11	9.1	1.4	7.7		coconut coir	coconut coir	11.5		1.8					N			7.6			Y			Y
S_2d669222	5	19	Human Excrement Compost Pre-Roll				JM		6	2021-12-02	Fall	6	15	14	14.5	9	1.4	7.6		coconut coir	coconut coir; feces	10.8	100	2.2					N			8	Putrid sewer smell coming from access port and vent tube					
S_5d082f2c	5	20	Human Excrement Compost				JM		6	2021-12-02	Fall	6	15	14	14.5	9	1.4	7.6		coconut coir	coconut coir; feces	10.5	100	2.2					N			8	Putrid sewer smell coming from access port and vent tube		Y		Y	
S_41d3b584	5	21	Human Excrement Compost Pre-Roll				JM		7	2021-12-09	Fall	7	12	11	11.5	9.1	1.4	7.7		coconut coir	feces; fluid	11.4	100	2.1					Y	brown pupa	4	7.5	Putrid sewer smell coming from access port and vent tube; horrible smell when rolling and when opened the top. Added 0.4 kg pine shavings.					
S_0528e11c	5	22	Bulking Material				JM	Pine Shavings	7	2021-12-09	Fall																								Y			Y
S_ad6211ef	5	23	Human Excrement Compost				JM		7	2021-12-09	Fall	7	12	11	11.5	9.5	1.4	8.1		coconut coir	coconut coir; pine shavings	11.3	100	1.7					N			7.6	Mixing appears to be effective		Y			Y
S_48470c46	5	24	Human Excrement Compost Pre-Roll				JM		8	2021-12-16	Fall	8	10	9	9.5	9.4	1.4	8		coconut coir	air pocket	9.5		2.4					N			7	Added 0.1 kg pine shavings					
S_c53c884d	5	25	Bulking Material				JM	Pine Shavings	8	2021-12-16	Fall																								Y			Y
S_c303a0f7	5	26	Human Excrement Compost				JM		8	2021-12-16	Fall	8	16	10	13	9.5	1.4	8.1		coconut coir	air pocket; coconut coir	9.7		2					N			7.4	Soil moisture probe broken. Started taking access port images; bucket images; and vent tube deep		Y		Y	
S_c1bdd5b8	5	27	Human Excrement Compost Pre-Roll				JM		9	2021-12-23		16	11	11	11	9.5	1.4	8.1		coconut coir	air pocket; coconut coir; feces; toilet paper; pine shavings	12.4	100	2					N			7						
S_a8eaa45d	5	28	Human Excrement Compost				JM		9	2021-12-23		16	10.5	11	10.75	9.5	1.4	8.1		coconut coir	pine shavings; feces; coir	12	100	2.2					N			7.6			Y			Y
S_151a48da	5	29	Human Excrement Compost Pre-Roll				JM		10	2021-12-30		17	8	9	8.5	9.5	1.4	8.1		coconut coir	coconut coir; pine shavings	9	100	2					N			7.2						
S_14aeaa5c	5	30	Human Excrement Compost				JM		10	2021-12-30		17	8	9	8.5	9.5	1.4	8.1		coconut coir	coconut coir; pine shavings	9	100	2.2					N			7.6	Putrid smell comibng from vent tube during rolling		Y		Y	
S_cddc37a3	5	31	Human Excrement Compost Pre-Roll				JM		11	2022-01-06		18	13	12	12.5	9.5	1.4	8.1		coconut coir	coconut coir; pine shavings	10.4	100	2.1					N			8.5	Sewer smell coming from bucket					
S_5825799a	5	32	Human Excrement Compost				JM		11	2022-01-06		18	13	12	12.5	9.5	1.4	8.1		coconut coir	coconut coir; pine shavings	10.3	100	2.1					N			7.5	Bucket rotation appears to be working		Y			Y
S_8d33b7ec	5	33	Human Excrement Compost Pre-Roll				JM		12	2022-01-13		19	9	9	9	9.5	1.4	8.1		coconut coir	coconut coir; pine shavings	10.3	100	2					N			7	Sewer smell coming from bucket					
S_239ad325	5	34	Human Excrement Compost				JM		12	2022-01-13		19	9	9	9	9.5	1.4	8.1		coconut coir	coconut coir; pine shavings	10.3	100	2.1					N			7			Y		Y	
S_74a51415	5	35	Human Excrement Compost Pre-Roll				JM		13	2022-01-20		20	11	10	10.5	9.5	1.4	8.1		coconut coir	coconut coir; pine shavings	9.6	62	2					N			7.5						
S_5466c13f	5	36	Human Excrement Compost				JM		13	2022-01-20		20	11	10	10.5	9.5	1.4	8.1		coconut coir	coconut coir; pine shavings; two small black flies	9.5	100	2.1					N			7	Putrid sewer smell coming from vent tube when rolling		Y			Y
S_97259980	5	37	Human Excrement Compost Pre-Roll				JM		14	2022-01-27		1	9	9	9	9.5	1.4	8.1		coconut coir	feces; pine shavings; coconut coir	9.2	100	2					N			7						
S_5f5c31dc	5	38	Human Excrement Compost				JM		14	2022-01-27		1	9	9	9	9.5	1.4	8.1		coconut coir	feces; pine shavings; coconut coir	8.9	93	2					N			7			Y		Y	
S_261b9afe	5	39	Human Excrement Compost Pre-Roll				JM		15	2022-02-03		2	7	6	6.5	9.5	1.4	8.1		coconut coir	pine shavings; coconut coir	7	64	2					N			7.6	Sewer smell coming from bucket					
S_fb72b246	5	40	Human Excrement Compost				JM		15	2022-02-03		2	7	6	6.5	9.5	1.4	8.1		coconut coir	pine shavings; coconut coir	7	95	2					N			6.8			Y			Y
S_972e0cd9	5	41	Human Excrement Compost Pre-Roll				LM		16	2022-02-10		3	12	11	11.5	9.5	1.4	8.1	small dead flies	coconut coir; pine shavings	pine shavings; coconut coir	9.7	77	2					N			7.5						
S_cb6eacb3	5	42	Human Excrement Compost				LM		16	2022-02-10		3	11.5	11	11.25	9.5	1.4	8.1		coconut coir; pine shavings	pine shavings; coconut coir	10	81	2					N			7.5			Y		Y	
S_9be5a9c8	5	43	Human Excrement Compost Pre-Roll				JM		17	2022-02-17		4	12	10	11	9.4	1.4	8		coconut coir	pine shavings; coconut coir	9.8	100	2					N			8	Sewer smell coming from bucket					
S_288d4363	5	44	Human Excrement Compost				JM		17	2022-02-17		4	12	11	11.5	9.4	1.4	8		coconut coir	pine shavings; coconut coir	10.2	69	2					N			8			Y			Y
S_53e28c4a	5	45	Human Excrement Compost Pre-Roll				JM		18	2022-02-24		5	12.5	12	12.25	9.5	1.4	8.1		coconut coir	pine shavings; coconut coir	9.1	100	2					N			7.5	Putrid smell comibng from vent tube during rolling					
S_dd1ed8fe	5	46	Human Excrement Compost				JM		18	2022-02-24		5	13.5	12	12.75	9.5	1.4	8.1		coconut coir	pine shavings; coconut coir	9.7	73	2					N			7.6			Y	Y	Y	
S_70f4ae70	5	47	Human Excrement Compost Pre-Roll				JM		19	2022-03-03		6	15	14	14.5	9.4	1.4	8		coconut coir	pine shavings; coconut coir	10.8	100	2					N			7						
S_e458e711	5	48	Human Excrement Compost				JM		19	2022-03-03		6	14	13	13.5	9.4	1.4	8		coconut coir	pine shavings; coconut coir	10.7	87	2					N			7			Y			Y
S_f49e395a	5	49	Human Excrement Compost Pre-Roll				TL		20	2022-03-08		7	9	8.5	8.75	9.4	1.4	8		coconut coir	pine shavings; coconut coir	9.3	62	2					N			6.9						
S_85d07fc9	5	50	Human Excrement Compost				TL		20	2022-03-08		7	9	8.5	8.75	9.4	1.4	8		coconut coir	pine shavings; coconut coir	9.2	84	2					N			6.9			Y		Y	
S_fadba06b	5	51	Human Excrement Compost Pre-Roll				TL		21	2022-03-24		8	16.5	17	16.75	9.4	1.4	8	small dead flies	small live black flies; coconut coir	pine shavings; coconut coir	11.5	100	2					N			6.8						
S_441cf70e	5	52	Human Excrement Compost				TL		21	2022-03-24		8	16.5	18	17.25	9.4	1.4	8		small live black flies; coconut coir	pine shavings; coconut coir	12.2	100	2					N			6.6			Y			Y
S_c8eae8b1	5	53	Human Excrement Compost Pre-Roll				TL		22	2022-03-31		9	14.5	15	14.75	9.3	1.4	7.9	small dead flies	small live black flies; coconut coir	coconut coir; feces	12.2	85	2					Y	small black flies	too fast to measure	6.6						
S_0cf80ea3	5	54	Human Excrement Compost				TL		22	2022-03-31		9	14	14	14	9.3	1.4	7.9		small live black flies; coconut coir	coconut coir; pine shavings	12.6	70	2					N			6.8			Y		Y	
S_9b3ad4e8	5	55	Human Excrement Compost Pre-Roll				TL		23	2022-04-07		10	20	17	18.5	9.3	1.4	7.9		small live black flies; coconut coir	coconut coir; pine shavings; live black flies	13.3	100	2					N			5.5						
S_1b679a48	5	56	Human Excrement Compost				TL		23	2022-04-07		10	19	17	18	9.3	1.4	7.9		small live black flies; coconut coir	coconut coir; pine shavings	13.7	100	2					N			5.5			Y			Y
S_8e4c9fa8	5	57	Human Excrement Compost Pre-Roll				LW		24	2022-04-14		11	17.5	16	16.75	9.3	1.4	7.9		small live black flies; coconut coir	coconut coir; pine shavings	11.6	91	2					N			5						
S_767d723d	5	58	Human Excrement Compost				JM		24	2022-04-14		11	17	16	16.5	9.3	1.4	7.9		small live black flies; coconut coir	coconut coir; pine shavings	11.8	72	2					N			5.5			Y		Y	
S_44a32988	5	59	Human Excrement Compost Pre-Roll				ST		25	2022-04-21		12	15	15	15	9.1	1.4	7.7		coconut coir; small live black flies	coconut coir; pine shavings	13.3	100	2					N			4						
S_ec4b1c00	5	60	Human Excrement Compost				ST		25	2022-04-21		12	15	14.5	14.75	9.1	1.4	7.7		coconut coir; small live black flies	coconut coir; pine shavings	13.7	80	2					N			4			Y			Y
S_05f2ca06	5	61	Human Excrement Compost Pre-Roll				TL		26	2022-04-28		13	15	13	14	9.2	1.4	7.8		pine shavings; coconut coir	coconut coir;pine shavings	11.8	88	2					N			5.5						
S_56328d2a	5	62	Human Excrement Compost				TL		26	2022-04-28		13	15	13	14	9.2	1.4	7.8		pine shavings; coconut coir	coconut coir; pine shavings; white fungus	12.3	100	2					N			5.5			Y		Y	
S_5e9239f8	5	63	Human Excrement Compost Pre-Roll				TL		27	2022-05-05		14	15	14	14.5	9.2	1.4	7.8		coconut coir; live black flies	pine shavings; coconut coir; feces	12.1	100	2					N			5						
S_8e3a6455	5	64	Human Excrement Compost				TL		27	2022-05-05		14	16	14	15	9.2	1.4	7.8		coconut coir; live black flies	pine shavings; coconut coir; feces; live black flies	12.8	100	2					N			5			Y			Y
S_68e50529	5	65	Human Excrement Compost Pre-Roll				TL		28	2022-05-12		15	11	10	10.5	9.1	1.4	7.7		coconut coir; live black flies	pine shavings; coconut coir; live black flies	11.5	97	2					N			5						
S_984f3152	5	66	Human Excrement Compost				TL		28	2022-05-12		15	12	10	11	9.1	1.4	7.7		coconut coir; live black flies	pine shavings; coconut coir; live black flies	11.7	95	2					N			5			Y		Y	
S_28d451af	5	67	Human Excrement Compost Pre-Roll				ST		29	2022-05-19		16	17	16	16.5	9.1	1.4	7.7	sawdust; small live and dead flies	coconut coir; live black flies	pine shavings; coconut coir; feces	15.8	100	2					N			5						
S_b4fcb81d	5	68	Human Excrement Compost				ST		29	2022-05-19		16	18	17.5	17.75	9.1	1.4	7.7		coconut coir; live black flies	pine shavings; coconut coir; live black flies	16.1	100	2					N			5			Y			Y
S_4d604abb	5	69	Human Excrement Compost Pre-Roll				ST		30	2022-05-26		17	20.5	20	20.25	9.1	1.4	7.7		coconut coir; live black flies	pine shavings; feces; coconut coir; live black flies	15.3	100	2					N			4.5						
S_3ec987ed	5	70	Human Excrement Compost				ST		30	2022-05-26		17	22	20	21	9.1	1.4	7.7		coconut coir; live black flies	pine shavings; feces; coconut coir	16.1	74	2					N			5			Y		Y	
S_e3fe5ce2	5	71	Human Excrement Compost Pre-Roll				ST		31	2022-06-02		18	18	19	18.5	9.2	1.4	7.8		coconut coir; live black flies	pine shavings; feces; coconut coir	15	100	2					N			5						
S_dff4db08	5	72	Human Excrement Compost				ST		31	2022-06-02		18	19	20	19.5	9.2	1.4	7.8		coconut coir; live black flies	pine shavings; feces; coconut coir	15.5	100	2					Y	live black flies	too fast to measure	5			Y			Y
S_8b59b3b6	5	73	Human Excrement Compost Pre-Roll				ST		32	2022-06-09		19	20	21.5	20.75	9.1	1.4	7.7		coconut coir; live black flies	pine shavings; feces; coconut coir; live black flies	18.4	100	2					N			5						
S_fa7fbe67	5	74	Human Excrement Compost				ST		32	2022-06-09		19	20	21.5	20.75	9.1	1.4	7.7		coconut coir; live black flies	pine shavings; feces; coconut coir; live black flies	18.6	100	2					N			5			Y		Y	
S_5dea6775	5	75	Human Excrement Compost Pre-Roll				ST		33	2022-06-16		20	23	22	22.5	9.2	1.4	7.8		coconut coir	pine shavings; feces; coconut coir	17.1	100	2					N			6						
S_aa898e40	5	76	Human Excrement Compost				ST		33	2022-06-16		20	23	22	22.5	9.2	1.4	7.8		coconut coir	pine shavings; feces; coconut coir; live black flies	18.4	100	2					Y	live black flies	too fast to measure	5			Y			Y
S_05f013a9	5	77	Human Excrement Compost Pre-Roll				ST		34	2022-06-23		1	23.5	23	23.25	9	1.4	7.6	live and dead small black flies	coconut coir; live black flies	pine shavings; coconut coir; feces	15.7	100	2					N			4.5						
S_7279ac09	5	78	Human Excrement Compost				ST		34	2022-06-23		1	23	22	22.5	9	1.4	7.6		coconut coir; live black flies	pine shavings; coconut coir; feces	16.1	100	2					N			4.5			Y		Y	
S_2a24dc2d	5	79	Human Excrement Compost Pre-Roll				ST		35	2022-06-30		2																										
S_3f878119	5	80	Human Excrement Compost				ST		35	2022-06-30		2	21	19	20	9.1	1.4	7.7	live small black flies	coconut coir	pine shavings; coconut coir; feces	16.7	100	2					N			4.5			Y	Y		Y
S_07cbc954	5	81	Human Excrement Compost Pre-Roll				JM		36			3																										
S_79c44a90	5	82	Human Excrement Compost				ST		36	2022-07-07		3	22	21	21.5	9.2	1.4	7.8	live and dead small black flies	coconut coir; live black flies	pine shavings; coconut coir; feces	16.4	100	2					N			5			Y		Y	
S_ae8023f9	5	83	Human Excrement Compost Pre-Roll				JM		37			4																										
S_a36af1af	5	84	Human Excrement Compost				ST		37	2022-07-14		4	24	23	23.5	9	1.4	7.6	live and dead small black flies	coconut coir	pine shavings; coconut coir; feces	19.5	100	2					N			6.5			Y			Y
S_9117bdf1	5	85	Human Excrement Compost				ST		38	2022-07-21		5	20.5	21	20.75	8.8	1.4	7.4	live and dead small black flies	coconut coir; live black flies	pine shavings; coconut coir; feces	18	100	2					N			6.5			Y		Y	
S_5e0fa318	5	86	Human Excrement Compost				ST		39	2022-07-28		6	21	20	20.5	9.1	1.4	7.7	live and dead small black flies	coconut coir; live black flies	pine shavings; coconut coir; feces	18.1	100	2					N			6.5			Y			Y
S_1a5d1306	5	87	Human Excrement Compost				ST		40	2022-08-04		7	18	18	18	8.9	1.4	7.5	live and dead small black flies	coconut coir; live black flies	pine shavings; coconut coir; feces	18.3	100	2					N			6.5			Y		Y	
S_30d464c3	5	88	Human Excrement Compost				ST		41	2022-08-11		8	19	19	19	8.9	1.4	7.5	live and dead small black flies	coconut coir; live black flies	pine shavings; coconut coir; feces	17.7	100	2					N			6.5			Y			Y
S_2a426212	5	89	Human Excrement Compost				JM		42	2022-08-18		9	21.5	22	21.75	8.9	1.4	7.5		coconut coir; live black flies	pine shavings; coconut coir; feces	18.5	100	2					N			6.5			Y		Y	
S_bc9e6228	5	90	Human Excrement Compost				ST		43	2022-08-25		10	18	18	18	8.9	1.4	7.5	fly tape residue	coconut coir	pine shavings; coconut coir; feces	17.4	100	2					N			5			Y			Y
S_af00d0e0	5	91	Human Excrement Compost				AR		44	2022-09-01		11	24	24	24	8.9	1.4	7.5		coconut coir	coconut coir; pine shavings	17.6	90	2					N			5			Y		Y	
S_5eed385b	5	92	Human Excrement Compost				KVO		45	2022-09-08		12	21	21	21	9	1.4	7.6		coconut coir	coconut coir; feces	17.1	100	2					N			5.5			Y			Y
S_c04b4122	5	93	Human Excrement Compost				AR		46	2022-09-15		13	17	17	17	8.9	1.4	7.5		coconut coir	coconut coir; feces	14.7	100	2					N			5.5			Y		Y	
S_4dc3ca4d	5	94	Human Excrement Compost				AR		47	2022-09-22		14	19	19	19	8.8	1.4	7.4		coconut coir	coconut coir; pine shavings	16.6	100	2					N			5.5			Y			Y
S_b07d7333	5	95	Human Excrement Compost				KVO		48	2022-09-29		15	15	15	15	8.8	1.4	7.4		coconut coir	coconut coir; pine shavings	14.7	100	2					N			5.5			Y		Y	
S_9bf8df96	5	96	Human Excrement Compost				KVO		49	2022-10-06		16	14.5	15	14.75	8.9	1.4	7.5		coconut coir	coconut coir; pine shavings; feces	13.9	100	2					N			6			Y			Y
S_7e241670	5	97	Human Excrement Compost				KVO		50	2022-10-13		17	14.5	15	14.75	8.8	1.4	7.4		coconut coir	feces majority; pine shavings; coconut coir	12.3	100	2					N			6			Y		Y	
S_53aa0335	5	98	Human Excrement Compost				KVO		51	2022-10-20		18	15.5	17	16.25	8.8	1.4	7.4		coconut coir	pine shavings; feces; feces; coconut coir	11.7	100	2					N			6			Y			Y
S_a198c821	5	99	Human Excrement Compost				KVO		52	2022-10-27		19	17.5	16	16.75	8.7	1.4	7.3		coconut coir	pine shavings; feces; coconut coir	10.4	100	2					N			6			Y	Y	Y	
S_4e46901f	5		Human Excrement Compost				PI			2023-08-03		16	20	19	19.5	8.3	1.4	6.9		inconclusive	inconclusive	17.5	100	2					N			6.75	Samples collected; DNA not extracted					
S_c60b0356	6	1	Bulking Material				Participant	Fine Grained Sawdust		2021-10-30																									Y	Y		Y
S_d3e7da34	6	2	Inside Toilet Pre Use				Participant			2021-10-31																									Y			Y
S_ad1194ff	6	3	Soil Nearby Toilet				Participant			2021-10-31																									Y			Y
S_abefcafc	6	4	Human Excrement				Participant			2021-10-31																									Y	Y		Y
S_466c7476	6	5	Human Excrement				Participant			2021-11-08																									Y	Y		Y
S_9c7a7b7e	6	6	Human Excrement				Participant			2021-11-15																									Y	Y		Y
S_016287d9	6	7	Bulking Material				Participant	Pine Shavings		2021-12-07																							Added 0.1 kg of pine shavings		Y			Y
